strike,call_dex,put_dex,net_dex
2800.0,0.0,-4306.53,-4306.53
3000.0,0.0,-1586.31,-1586.31
3200.0,0.0,-4113.51,-4113.51
3400.0,0.0,-935.94,-935.94
3600.0,0.0,-793.19,-793.19
3800.0,0.0,-3628.89,-3628.89
4000.0,0.0,-34984.75,-34984.75
4200.0,0.0,-308096.27,-308096.27
4400.0,655061.0,-73677.91,581383.09
4600.0,0.0,-256419.95,-256419.95
4800.0,0.0,-419332.57,-419332.57
5000.0,655061.0,-920734.2,-265673.2
5200.0,0.0,-546473.49,-546473.49
5300.0,0.0,0.0,0.0
5400.0,655061.0,-731267.6,-76206.6
5500.0,655061.0,-1079242.49,-424181.49
5600.0,0.0,-10133500.41,-10133500.41
5700.0,0.0,-1773257.55,-1773257.55
5725.0,0.0,-468796.81,-468796.81
5750.0,0.0,-242169.4,-242169.4
5775.0,0.0,-392386.23,-392386.23
5800.0,649671.38,-2955410.66,-2305739.27
5825.0,0.0,-382995.6,-382995.6
5850.0,0.0,-461640.47,-461640.47
5875.0,0.0,-479491.34,-479491.34
5900.0,0.0,-2596969.75,-2596969.75
5925.0,0.0,-954128.13,-954128.13
5950.0,0.0,-2774508.39,-2774508.39
5975.0,0.0,-1757910.59,-1757910.59
6000.0,5190507547.95,-34222858.24,5156284689.71
6025.0,0.0,-2044479.34,-2044479.34
6050.0,644970.68,-17269304.64,-16624333.96
6075.0,0.0,-1216455.3,-1216455.3
6080.0,0.0,0.0,0.0
6090.0,0.0,0.0,0.0
6100.0,7726413.99,-7563443.79,162970.21
6110.0,0.0,-154337.75,-154337.75
6120.0,0.0,-346598.11,-346598.11
6125.0,0.0,-5444074.75,-5444074.75
6130.0,0.0,-81038.53,-81038.53
6140.0,0.0,-355468.17,-355468.17
6150.0,0.0,-6204883.89,-6204883.89
6160.0,0.0,-456622.56,-456622.56
6170.0,0.0,-918971.56,-918971.56
6175.0,1283234.38,-5664155.98,-4380921.61
6180.0,0.0,-2465937.82,-2465937.82
6190.0,0.0,-2996018.47,-2996018.47
6200.0,1276271.51,-22945119.77,-21668848.26
6210.0,0.0,-2422476.59,-2422476.59
6215.0,0.0,0.0,0.0
6220.0,0.0,-1077541.1,-1077541.1
6225.0,0.0,-15513421.18,-15513421.18
6230.0,0.0,-2897071.56,-2897071.56
6235.0,0.0,-1145368.44,-1145368.44
6240.0,0.0,-2227744.39,-2227744.39
6245.0,0.0,-779663.31,-779663.31
6250.0,634711.51,-22902770.33,-22268058.82
6255.0,0.0,-1736764.42,-1736764.42
6260.0,0.0,-4342620.51,-4342620.51
6265.0,0.0,-1946330.94,-1946330.94
6270.0,634448.01,-5685468.91,-5051020.9
6275.0,0.0,-10618974.21,-10618974.21
6280.0,0.0,-3580804.36,-3580804.36
6285.0,0.0,-2124096.76,-2124096.76
6290.0,0.0,-13358178.79,-13358178.79
6295.0,0.0,-1889797.03,-1889797.03
6300.0,1254503.6,-55352446.69,-54097943.09
6305.0,0.0,-17182568.34,-17182568.34
6310.0,0.0,-10997920.05,-10997920.05
6315.0,0.0,-1676635.94,-1676635.94
6320.0,0.0,-6976780.2,-6976780.2
6325.0,0.0,-30269062.73,-30269062.73
6330.0,0.0,-5512380.48,-5512380.48
6335.0,0.0,-5497343.8,-5497343.8
6340.0,0.0,-11401367.18,-11401367.18
6345.0,0.0,-7232813.09,-7232813.09
6350.0,17859332.72,-32462850.07,-14603517.34
6355.0,0.0,-36039353.8,-36039353.8
6360.0,0.0,-41914939.95,-41914939.95
6365.0,0.0,-36634931.68,-36634931.68
6370.0,0.0,-15347015.1,-15347015.1
6375.0,1211282.58,-41138909.15,-39927626.57
6380.0,0.0,-27863662.46,-27863662.46
6385.0,0.0,-33671847.85,-33671847.85
6390.0,0.0,-37083773.17,-37083773.17
6395.0,0.0,-245045364.46,-245045364.46
6400.0,6481517.66,-892033323.42,-885551805.76
6405.0,3513038.47,-15041883.41,-11528844.94
6410.0,581043.22,-35858079.94,-35277036.72
6415.0,1729541.36,-16354563.4,-14625022.04
6420.0,571675.46,-43943070.31,-43371394.85
6425.0,1129851.8,-829276470.81,-828146619.01
6430.0,0.0,-33773343.43,-33773343.43
6435.0,555436.34,-23614464.84,-23059028.49
6440.0,0.0,-45928679.96,-45928679.96
6445.0,0.0,-35207543.15,-35207543.15
6450.0,15519520.59,-1046422442.41,-1030902921.82
6455.0,0.0,-24286443.99,-24286443.99
6460.0,0.0,-1081843818.12,-1081843818.12
6465.0,0.0,-43822932.65,-43822932.65
6470.0,504776.13,-58149412.46,-57644636.33
6475.0,0.0,-117700701.28,-117700701.28
6480.0,14146409.23,-53353121.24,-39206712.0
6485.0,0.0,-40062609.01,-40062609.01
6490.0,16974345.38,-66539614.12,-49565268.74
6495.0,920183.96,-39130100.34,-38209916.38
6500.0,10326117.88,-594270561.91,-583944444.04
6505.0,3957765.13,-81672763.9,-77714998.77
6510.0,4742966.12,-205410392.78,-200667426.66
6515.0,6282144.43,-35251106.78,-28968962.34
