strike,call_dex,put_dex,net_dex
2800.0,0.0,-4335.98,-4335.98
3000.0,0.0,-1598.13,-1598.13
3200.0,0.0,-4147.48,-4147.48
3400.0,0.0,-944.41,-944.41
3600.0,0.0,-800.73,-800.73
3800.0,0.0,-3669.04,-3669.04
4000.0,0.0,-35419.14,-35419.14
4200.0,0.0,-312264.38,-312264.38
4400.0,649416.45,-74788.93,574627.51
4600.0,0.0,-260660.39,-260660.39
4800.0,0.0,-427313.66,-427313.66
5000.0,650625.0,-941097.9,-290472.9
5200.0,0.0,-795912.44,-795912.44
5300.0,0.0,0.0,0.0
5400.0,650625.0,-754379.13,-103754.13
5500.0,650625.0,-1724688.33,-1074063.33
5600.0,0.0,-14824785.27,-14824785.27
5700.0,0.0,-2594651.23,-2594651.23
5725.0,0.0,-659120.7,-659120.7
5750.0,0.0,-304736.25,-304736.25
5775.0,0.0,-574914.01,-574914.01
5800.0,650625.0,-3929993.74,-3279368.74
5825.0,0.0,-530348.6,-530348.6
5850.0,0.0,-592277.29,-592277.29
5875.0,0.0,-670674.52,-670674.52
5900.0,0.0,-3574956.05,-3574956.05
5925.0,0.0,-1400545.96,-1400545.96
5950.0,0.0,-4078467.75,-4078467.75
5975.0,0.0,-2707386.57,-2707386.57
6000.0,5168449033.61,-56237094.54,5112211939.07
6025.0,0.0,-3545550.17,-3545550.17
6050.0,644897.12,-30158240.57,-29513343.45
6075.0,0.0,-2173925.8,-2173925.8
6080.0,0.0,0.0,0.0
6090.0,0.0,0.0,0.0
6100.0,7636469.46,-13759480.28,-6123010.82
6110.0,0.0,-269245.63,-269245.63
6120.0,0.0,-598289.71,-598289.71
6125.0,0.0,-10038903.15,-10038903.15
6130.0,0.0,-149348.17,-149348.17
6140.0,0.0,-654604.56,-654604.56
6150.0,0.0,-11444613.78,-11444613.78
6160.0,0.0,-860229.61,-860229.61
6170.0,0.0,-1677417.42,-1677417.42
6175.0,1260108.82,-10878386.79,-9618277.96
