strike,call_dex,put_dex,net_dex
2800.0,676106.44,-4016.47,672089.97
3000.0,674467.24,-340.68,674126.56
3200.0,0.0,0.0,0.0
3400.0,0.0,-1498.17,-1498.17
3600.0,0.0,-18212.08,-18212.08
3800.0,0.0,-105864.89,-105864.89
4000.0,0.0,-217465.74,-217465.74
4200.0,1352234.0,-867444.5,484789.5
4400.0,673195.9,-217347.88,455848.02
4600.0,0.0,-73713.65,-73713.65
4800.0,0.0,-178847.94,-178847.94
5000.0,0.0,-245845.11,-245845.11
5200.0,1352234.0,-613322.86,738911.14
5400.0,676117.0,-206700.78,469416.22
5500.0,670614.53,-237305.4,433309.13
5600.0,0.0,-838560.72,-838560.72
5700.0,0.0,-5056510.63,-5056510.63
5800.0,676117.0,-1819348.9,-1143231.9
5825.0,0.0,-27199.03,-27199.03
5850.0,0.0,-165556.75,-165556.75
5875.0,676117.0,-187934.99,488182.01
5900.0,1340992.09,-265315.65,1075676.45
5925.0,0.0,-285989.56,-285989.56
5950.0,0.0,-384696.96,-384696.96
5975.0,0.0,-237620.29,-237620.29
6000.0,1995799.5,-1677318.38,318481.12
6025.0,0.0,-496742.02,-496742.02
6050.0,0.0,-268085.96,-268085.96
6075.0,0.0,-275454.93,-275454.93
6100.0,1991930.82,-690496.01,1301434.81
6125.0,0.0,-291573.27,-291573.27
6150.0,0.0,-1592780.26,-1592780.26
6175.0,0.0,-1797482.14,-1797482.14
6200.0,2654957.36,-13385679.32,-10730721.97
6210.0,0.0,-321850.2,-321850.2
6220.0,0.0,-80143.56,-80143.56
6225.0,0.0,-654796.82,-654796.82
6230.0,0.0,-217136.2,-217136.2
6240.0,1321044.67,-646364.47,674680.2
6250.0,8593349.9,-1127930.93,7465418.97
6260.0,0.0,-317020.91,-317020.91
6270.0,0.0,-87671.59,-87671.59
6275.0,0.0,-1356877.1,-1356877.1
6280.0,0.0,-278853.92,-278853.92
6290.0,0.0,-866918.22,-866918.22
6300.0,0.0,-2799494.82,-2799494.82
6310.0,0.0,-332248.51,-332248.51
