strike,call_dex,put_dex,net_dex
2800.0,676787.89,-4012.44,672775.45
3000.0,676738.78,-340.29,676398.49
3200.0,0.0,0.0,0.0
3400.0,0.0,-1495.98,-1495.98
3600.0,0.0,-18182.83,-18182.83
3800.0,0.0,-105711.58,-105711.58
4000.0,0.0,-217053.92,-217053.92
4200.0,1351854.18,-865820.31,486033.87
4400.0,676615.06,-216891.55,459723.51
4600.0,0.0,-73509.75,-73509.75
4800.0,0.0,-178303.89,-178303.89
5000.0,0.0,-245101.26,-245101.26
5200.0,1353742.0,-611208.96,742533.04
5400.0,676424.65,-205853.9,470570.75
5500.0,676439.05,-236282.78,440156.28
5600.0,0.0,-834652.01,-834652.01
5700.0,0.0,-5026365.83,-5026365.83
5800.0,676871.0,-1807965.82,-1131094.82
5825.0,0.0,-27015.31,-27015.31
5850.0,0.0,-164503.46,-164503.46
5875.0,676871.0,-186616.96,490254.04
5900.0,1353742.0,-263525.51,1090216.49
5925.0,0.0,-362674.89,-362674.89
5950.0,0.0,-381878.92,-381878.92
5975.0,0.0,-184647.05,-184647.05
6000.0,2020258.39,-1663837.78,356420.61
6025.0,0.0,-492435.32,-492435.32
6050.0,0.0,-220224.26,-220224.26
6075.0,0.0,-194063.41,-194063.41
6100.0,2018212.93,-516543.51,1501669.42
6125.0,0.0,-227348.3,-227348.3
6150.0,0.0,-1065650.63,-1065650.63
6175.0,0.0,-1091036.76,-1091036.76
6200.0,2687425.63,-8025853.73,-5338428.11
6210.0,0.0,-208750.43,-208750.43
6220.0,0.0,-48033.08,-48033.08
6225.0,0.0,-446390.27,-446390.27
6230.0,0.0,-137816.95,-137816.95
6240.0,1336681.56,-410655.34,926026.23
6250.0,8682762.96,-716553.93,7966209.03
6260.0,0.0,-224688.02,-224688.02
6270.0,0.0,-54902.41,-54902.41
6275.0,0.0,-848547.33,-848547.33
6280.0,0.0,-174533.91,-174533.91
6290.0,0.0,-542293.86,-542293.86
6300.0,0.0,-1752254.93,-1752254.93
6310.0,0.0,-216685.91,-216685.91
6320.0,0.0,-209537.92,-209537.92
6325.0,0.0,-1386315.72,-1386315.72
6330.0,0.0,-275762.39,-275762.39
6335.0,0.0,-365397.96,-365397.96
6340.0,0.0,-325117.98,-325117.98
6345.0,0.0,-91533.1,-91533.1
6350.0,0.0,-3379401.63,-3379401.63
6355.0,0.0,-322276.19,-322276.19
6360.0,0.0,-445952.81,-445952.81
6365.0,0.0,-291371.59,-291371.59
6370.0,0.0,-402358.1,-402358.1
6375.0,0.0,-3538202.26,-3538202.26
6380.0,0.0,-245837.51,-245837.51
