strike,call_dex,put_dex,net_dex
2000.0,669316.0,0.0,669316.0
2200.0,669316.0,-62.67,669253.33
2400.0,0.0,0.0,0.0
2600.0,669073.65,-2131.25,666942.4
2800.0,0.0,-5806.41,-5806.41
3000.0,1338310.3,-88002.64,1250307.66
3200.0,1338632.0,-130207.71,1208424.29
3400.0,667790.73,-151260.95,516529.78
3600.0,0.0,-141023.19,-141023.19
3800.0,0.0,-159098.73,-159098.73
4000.0,669316.0,-565178.75,104137.25
4200.0,0.0,-1281776.82,-1281776.82
4400.0,1337839.66,-481958.11,855881.55
4600.0,0.0,-507344.32,-507344.32
4800.0,667585.45,-2227769.53,-1560184.09
5000.0,584982184.0,-1356573.22,583625610.78
5100.0,2001639.02,-327913.55,1673725.48
5200.0,666833.11,-1585302.38,-918469.26
5300.0,11331358.65,-3587509.23,7743849.42
5400.0,666536.06,-1975569.31,-1309033.24
5425.0,0.0,-74550.56,-74550.56
5450.0,1991536.82,-2141396.03,-149859.21
5475.0,0.0,-101218.28,-101218.28
5500.0,1335201.67,-1450830.24,-115628.57
5525.0,0.0,-35775.28,-35775.28
5550.0,0.0,-2232139.45,-2232139.45
5575.0,0.0,-236078.55,-236078.55
5600.0,1325557.11,-2109586.67,-784029.56
5625.0,667262.4,-221530.84,445731.56
5650.0,98030419.41,-31590618.22,66439801.18
5675.0,0.0,-4197190.44,-4197190.44
5700.0,66693715.82,-7527693.5,59166022.31
5725.0,0.0,-1695237.47,-1695237.47
5750.0,665154.18,-26558135.36,-25892981.17
5775.0,0.0,-4390037.91,-4390037.91
5800.0,0.0,-2038216.35,-2038216.35
5825.0,0.0,-2012302.37,-2012302.37
5850.0,119950500.71,-690666.81,119259833.9
5875.0,664437.46,-522401.94,142035.52
5900.0,2653734.55,-2583004.74,70729.8
5925.0,0.0,-1035785.05,-1035785.05
5930.0,3318506.91,-31169.56,3287337.35
5940.0,0.0,-154196.76,-154196.76
5950.0,1324022.78,-743735.08,580287.7
5960.0,0.0,-48500.14,-48500.14
5970.0,0.0,-59146.37,-59146.37
5975.0,1990274.09,-1441013.81,549260.28
5980.0,0.0,-85648.66,-85648.66
5990.0,150196604.17,-32661.08,150163943.09
6000.0,2160777348.09,-6840714.07,2153936634.02
6010.0,0.0,-97640.27,-97640.27
6020.0,0.0,-67914.12,-67914.12
6025.0,0.0,-448337.29,-448337.29
6030.0,0.0,-57037.84,-57037.84
6040.0,0.0,-188414.57,-188414.57
6050.0,72751330.04,-3847204.99,68904125.06
6060.0,0.0,-157163.62,-157163.62
6070.0,0.0,-71615.54,-71615.54
6075.0,0.0,-2202914.96,-2202914.96
6080.0,0.0,-550509.7,-550509.7
6090.0,0.0,-4344703.56,-4344703.56
6100.0,5326944.23,-9101799.53,-3774855.3
6110.0,0.0,-87939.64,-87939.64
6120.0,0.0,-171694.51,-171694.51
6125.0,22007412.36,-1323319.96,20684092.4
6130.0,0.0,-89620.8,-89620.8
6140.0,84022749.85,-453745.38,83569004.48
6150.0,8653327.3,-3036715.7,5616611.6
6160.0,5997367.41,-813249.72,5184117.68
6170.0,0.0,-378353.26,-378353.26
6175.0,8662086.22,-2440946.5,6221139.71
6180.0,2665166.76,-1191408.84,1473757.92
6190.0,4663763.15,-927874.0,3735889.15
6200.0,35999154.24,-24076790.43,11922363.81
6210.0,2666449.91,-1437160.12,1229289.79
6220.0,9332063.58,-896115.4,8435948.18
6225.0,0.0,-4544876.95,-4544876.95
6230.0,3330328.5,-917605.81,2412722.68
6240.0,1998045.32,-3055407.11,-1057361.79
6250.0,21326360.11,-14156560.87,7169799.24
6260.0,1330862.42,-2306767.85,-975905.43
6270.0,0.0,-2096595.31,-2096595.31
6275.0,1330662.24,-7248860.73,-5918198.49
6280.0,3328963.87,-1903860.28,1425103.59
6290.0,1994205.66,-2867705.67,-873500.02
6300.0,8640433.11,-30796073.64,-22155640.53
6310.0,0.0,-18233380.75,-18233380.75
6320.0,1325049.19,-3095492.74,-1770443.55
6325.0,4637195.87,-12400658.54,-7763462.67
6330.0,662860.24,-3343771.22,-2680910.98
6335.0,0.0,-1441012.93,-1441012.93
6340.0,1326443.85,-4900275.88,-3573832.03
6345.0,0.0,-1441555.06,-1441555.06
6350.0,1990848.77,-19174374.71,-17183525.94
6355.0,0.0,-1132649.04,-1132649.04
6360.0,0.0,-5968912.12,-5968912.12
6365.0,0.0,-1890982.53,-1890982.53
6370.0,3987021.03,-3676385.81,310635.23
6375.0,68554119.99,-13552330.42,55001789.57
6380.0,0.0,-2916142.66,-2916142.66
6385.0,0.0,-1167884.09,-1167884.09
6390.0,0.0,-25508099.59,-25508099.59
6395.0,0.0,-6300268.68,-6300268.68
6400.0,10512754.06,-76180599.96,-65667845.89
6405.0,7205022.29,-619284.44,6585737.84
6410.0,16394055.76,-9043361.41,7350694.35
6415.0,655090.92,-9363117.29,-8708026.37
6420.0,1310758.98,-9354603.42,-8043844.44
6425.0,16331654.89,-33966262.51,-17634607.63
6430.0,21009264.3,-9236703.89,11772560.41
6435.0,2607377.92,-4767709.05,-2160331.13
6440.0,650192.55,-14025706.37,-13375513.83
6445.0,7192136.74,-7083887.72,108249.03
6450.0,14323318.02,-78891998.87,-64568680.85
6455.0,0.0,-4649874.44,-4649874.44
6460.0,3249894.28,-19634615.69,-16384721.41
6465.0,0.0,-5527368.47,-5527368.47
6470.0,6431313.64,-20713100.15,-14281786.51
6475.0,3870225.11,-39571686.75,-35701461.64
6480.0,14139893.59,-39228014.2,-25088120.61
6485.0,0.0,-8606637.33,-8606637.33
6490.0,9564600.45,-71082201.77,-61517601.32
6495.0,0.0,-21642381.64,-21642381.64
6500.0,96776065.9,-308141567.18,-211365501.29
6505.0,0.0,-11496624.67,-11496624.67
6510.0,57123777.28,-70533073.77,-13409296.49
6515.0,1882123.78,-33331845.96,-31449722.18
6520.0,52348469.72,-71648965.74,-19300496.02
