strike,call_dex,put_dex,net_dex
1400.0,7235953.73,-18412.49,7217541.24
1600.0,0.0,-8747.81,-8747.81
1800.0,2630307.44,-6761.72,2623545.72
2000.0,46678476.48,-52166.61,46626309.87
2200.0,11835262.69,-24494.79,11810767.91
2400.0,0.0,-13557.66,-13557.66
2600.0,13799237.57,-50125.22,13749112.36
2800.0,1314240.46,-63125.56,1251114.9
3000.0,21016544.99,-192915.69,20823629.29
3200.0,0.0,-414949.47,-414949.47
3300.0,0.0,-135041.15,-135041.15
3400.0,656352.06,-384577.52,271774.54
3500.0,3941031.78,-109264.84,3831766.94
3600.0,0.0,-541185.84,-541185.84
3700.0,655723.97,-87503.89,568220.08
3800.0,0.0,-373443.11,-373443.11
3900.0,5901526.5,-235717.14,5665809.36
4000.0,7865879.37,-317598.37,7548281.0
4050.0,0.0,-5917.21,-5917.21
4100.0,21629073.34,-75087.56,21553985.79
4150.0,21728696.35,-48480.21,21680216.14
4200.0,0.0,-350240.13,-350240.13
4250.0,0.0,-39207.71,-39207.71
4300.0,1964030.39,-64682.56,1899347.83
4350.0,1968835.56,-115006.58,1853828.97
4400.0,654712.53,-237191.38,417521.15
4450.0,0.0,-165540.67,-165540.67
4500.0,0.0,-201452.53,-201452.53
4550.0,0.0,-72681.64,-72681.64
4600.0,0.0,-141022.47,-141022.47
4650.0,0.0,-79798.85,-79798.85
4700.0,653966.47,-99005.3,554961.17
4750.0,28819450.27,-414261.72,28405188.55
4800.0,8499598.64,-138388.57,8361210.08
4850.0,653689.93,-218603.16,435086.77
4900.0,30059435.7,-170625.28,29888810.42
4950.0,0.0,-590893.06,-590893.06
5000.0,99936086.74,-1189631.45,98746455.28
5025.0,0.0,-112397.85,-112397.85
5050.0,2611286.68,-621543.67,1989743.02
5075.0,0.0,-114514.47,-114514.47
5100.0,2615232.92,-675492.92,1939740.0
5125.0,0.0,-32136.39,-32136.39
5150.0,3918004.58,-78442.96,3839561.63
5175.0,0.0,-1965078.36,-1965078.36
5200.0,26734459.99,-1349009.75,25385450.24
5225.0,0.0,-59338.42,-59338.42
5250.0,652069.82,-231145.88,420923.94
5275.0,0.0,-2107655.48,-2107655.48
5300.0,0.0,-882669.39,-882669.39
5325.0,658594.0,-998743.63,-340149.63
5350.0,0.0,-2871476.79,-2871476.79
5360.0,0.0,-37111.32,-37111.32
5370.0,0.0,-54632.59,-54632.59
5375.0,1310934.2,-63929.14,1247005.06
5380.0,0.0,-45314.9,-45314.9
5390.0,0.0,-119600.58,-119600.58
5400.0,1975782.0,-3178968.8,-1203186.8
5410.0,0.0,-65153.71,-65153.71
5420.0,0.0,-27364.89,-27364.89
5425.0,0.0,-1437687.79,-1437687.79
5430.0,0.0,-107999.63,-107999.63
5440.0,0.0,-41284.71,-41284.71
5450.0,6585940.0,-2218589.58,4367350.42
5460.0,0.0,-141652.45,-141652.45
5470.0,0.0,-138708.11,-138708.11
5475.0,0.0,-134693.66,-134693.66
5480.0,0.0,-87801.46,-87801.46
5490.0,3286668.49,-189438.75,3097229.73
5500.0,33523726.47,-1520772.61,32002953.85
5510.0,0.0,-106559.12,-106559.12
5520.0,3288979.6,-79327.06,3209652.54
5525.0,12513286.0,-5003715.37,7509570.63
5530.0,0.0,-225459.66,-225459.66
5540.0,0.0,-184748.97,-184748.97
5550.0,13171880.0,-321191.28,12850688.72
5560.0,2633488.11,-105518.2,2527969.9
5570.0,0.0,-2687889.23,-2687889.23
5575.0,0.0,-8312954.32,-8312954.32
5580.0,0.0,-68431.13,-68431.13
5590.0,0.0,-44646.55,-44646.55
5600.0,40125081.59,-6791837.18,33333244.42
5610.0,0.0,-66706.41,-66706.41
5620.0,0.0,-112798.96,-112798.96
5625.0,0.0,-19358934.55,-19358934.55
5630.0,3292970.0,-72872.98,3220097.02
5640.0,658594.0,-80120.55,578473.45
5650.0,0.0,-7615220.41,-7615220.41
5660.0,464308770.0,-81196.1,464227573.9
5670.0,0.0,-52267.28,-52267.28
5675.0,1317188.0,-9201753.28,-7884565.28
5680.0,0.0,-119837.71,-119837.71
5690.0,0.0,-181192.41,-181192.41
5700.0,15103371.26,-1700381.49,13402989.77
5710.0,0.0,-246192.69,-246192.69
5720.0,9192966.47,-312909.6,8880056.86
5725.0,3283167.33,-25573185.17,-22290017.83
5730.0,1969879.47,-503133.8,1466745.67
5740.0,0.0,-694641.44,-694641.44
5750.0,3944739.08,-4333199.67,-388460.59
5760.0,658594.0,-239793.42,418800.58
5770.0,2631085.52,-162400.56,2468684.96
5775.0,657442.94,-312957.74,344485.2
5780.0,0.0,-223779.8,-223779.8
5790.0,0.0,-632854.46,-632854.46
5800.0,76189852.14,-5850680.67,70339171.46
5810.0,2627182.65,-473039.16,2154143.49
5820.0,1313564.5,-395394.3,918170.2
5825.0,0.0,-451560.37,-451560.37
5830.0,0.0,-337186.87,-337186.87
5840.0,656753.73,-458545.93,198207.8
