strike,call_dex,put_dex,net_dex
1400.0,7259329.0,-18393.91,7240935.09
1600.0,0.0,-8736.47,-8736.47
1800.0,2639756.0,-6753.09,2633002.91
2000.0,46855669.0,-52094.73,46803574.27
2200.0,11878902.0,-24456.15,11854445.85
2400.0,0.0,-13533.52,-13533.52
2600.0,13858719.0,-50033.69,13808685.31
2800.0,1319878.0,-62999.09,1256878.91
3000.0,21118048.0,-192504.84,20925543.16
3200.0,0.0,-413900.13,-413900.13
3300.0,0.0,-134684.54,-134684.54
3400.0,659939.0,-383540.61,276398.39
3500.0,3959634.0,-108936.67,3850697.33
3600.0,0.0,-539598.37,-539598.37
3700.0,659939.0,-87228.43,572710.57
3800.0,0.0,-372342.72,-372342.72
3900.0,5939451.0,-234909.34,5704541.66
4000.0,7919268.0,-316488.44,7602779.56
4050.0,0.0,-5895.24,-5895.24
4100.0,21777987.0,-74823.97,21703163.03
4150.0,21777987.0,-48300.46,21729686.54
4200.0,0.0,-348909.08,-348909.08
4250.0,0.0,-39054.03,-39054.03
4300.0,1979817.0,-64421.06,1915395.94
4350.0,1979817.0,-114494.84,1865322.16
4400.0,659939.0,-236206.33,423732.67
4450.0,0.0,-164747.17,-164747.17
4500.0,0.0,-200552.98,-200552.98
4550.0,0.0,-72345.88,-72345.88
4600.0,0.0,-140350.76,-140350.76
4650.0,0.0,-79407.83,-79407.83
4700.0,659939.0,-98506.19,561432.81
4750.0,29037316.0,-412119.85,28625196.15
4800.0,8579207.0,-137575.5,8441631.5
4850.0,659939.0,-217416.04,442522.96
4900.0,30357194.0,-169677.95,30187516.05
4950.0,0.0,-587169.55,-587169.55
5000.0,100970667.0,-1181964.57,99788702.43
5025.0,0.0,-111628.82,-111628.82
5050.0,2639756.0,-617451.63,2022304.37
5075.0,0.0,-113713.83,-113713.83
5100.0,2639756.0,-670949.87,1968806.13
5125.0,0.0,-31906.58,-31906.58
5150.0,3959634.0,-77903.41,3881730.59
5175.0,0.0,-1950710.64,-1950710.64
5200.0,27057499.0,-1338548.52,25718950.48
5225.0,0.0,-58894.75,-58894.75
5250.0,659939.0,-229310.57,430628.43
5275.0,0.0,-2089912.15,-2089912.15
5300.0,0.0,-875493.11,-875493.11
5325.0,659939.0,-990123.0,-330184.0
5350.0,0.0,-2847539.02,-2847539.02
5360.0,0.0,-36812.48,-36812.48
5370.0,0.0,-76874.28,-76874.28
5375.0,1319878.0,-89976.91,1229901.09
5380.0,0.0,-63793.51,-63793.51
5390.0,0.0,-118542.79,-118542.79
5400.0,1979817.0,-4472143.21,-2492326.21
5410.0,0.0,-91697.79,-91697.79
5420.0,0.0,-38467.69,-38467.69
5425.0,0.0,-1425019.22,-1425019.22
5430.0,0.0,-107018.91,-107018.91
5440.0,0.0,-40920.01,-40920.01
5450.0,6599390.0,-2197773.79,4401616.21
5460.0,0.0,-140358.31,-140358.31
5470.0,0.0,-137475.68,-137475.68
5475.0,0.0,-133459.12,-133459.12
5480.0,0.0,-86972.13,-86972.13
5490.0,3299695.0,-187697.03,3111997.97
5500.0,33656889.0,-1505909.7,32150979.3
5510.0,0.0,-105544.63,-105544.63
5520.0,3299695.0,-78525.58,3221169.42
5525.0,12538841.0,-4951674.64,7587166.36
5530.0,0.0,-223237.62,-223237.62
5540.0,0.0,-182976.29,-182976.29
5550.0,13198780.0,-317913.76,12880866.24
5560.0,2639756.0,-104376.96,2535379.04
5570.0,0.0,-2659507.02,-2659507.02
5575.0,0.0,-8229882.04,-8229882.04
5580.0,0.0,-67665.53,-67665.53
5590.0,0.0,-44198.05,-44198.05
5600.0,40256279.0,-6719287.2,33536991.8
5610.0,0.0,-66010.79,-66010.79
5620.0,0.0,-111549.49,-111549.49
5625.0,0.0,-19155893.89,-19155893.89
5630.0,3299695.0,-72084.41,3227610.59
5640.0,659939.0,-79274.57,580664.43
5650.0,0.0,-7529672.96,-7529672.96
5660.0,465256995.0,-80305.45,465176689.55
5670.0,0.0,-51657.95,-51657.95
5675.0,1319878.0,-11628796.45,-10308918.45
5680.0,0.0,-151421.09,-151421.09
5690.0,0.0,-179065.83,-179065.83
5700.0,15178597.0,-1680322.15,13498274.85
5710.0,0.0,-201413.23,-201413.23
5720.0,9239146.0,-255822.79,8983323.21
5725.0,3299695.0,-20900381.19,-17600686.19
5730.0,1979817.0,-411447.46,1568369.54
5740.0,0.0,-567657.14,-567657.14
5750.0,3959634.0,-4278359.35,-318725.35
5760.0,659939.0,-236803.1,423135.9
5770.0,2639756.0,-160253.65,2479502.35
5775.0,659939.0,-308994.57,350944.43
5780.0,0.0,-221071.12,-221071.12
5790.0,0.0,-624710.57,-624710.57
5800.0,76552924.0,-6730016.9,69822907.1
5810.0,2639756.0,-467001.1,2172754.9
5820.0,1315782.45,-390038.08,925744.37
5825.0,0.0,-445687.04,-445687.04
5830.0,0.0,-332667.47,-332667.47
5840.0,659939.0,-452465.01,207473.99
5850.0,659939.0,-3239210.63,-2579271.63
5860.0,659939.0,-411842.5,248096.5
5870.0,0.0,-2423721.5,-2423721.5
5875.0,0.0,-2546097.81,-2546097.81
5880.0,0.0,-2055034.29,-2055034.29
5890.0,0.0,-248076.02,-248076.02
5900.0,28377377.0,-2973223.7,25404153.3
5910.0,0.0,-632574.03,-632574.03
5920.0,0.0,-668070.4,-668070.4
5925.0,19798170.0,-1364888.82,18433281.18
5930.0,128248334.06,-600525.68,127647808.38
5940.0,5936637.9,-332195.9,5604441.99
5950.0,659634.87,-1767512.38,-1107877.51
5960.0,2638574.07,-814090.84,1824483.24
5970.0,0.0,-674871.6,-674871.6
5975.0,15160742.67,-3035853.09,12124889.58
5980.0,0.0,-1020437.21,-1020437.21
5990.0,0.0,-1411766.68,-1411766.68
6000.0,95997444.99,-34633048.73,61364396.26
6010.0,3952204.63,-660877.13,3291327.51
6020.0,0.0,-931598.08,-931598.08
6025.0,0.0,-33826454.64,-33826454.64
6030.0,0.0,-268890.27,-268890.27
6035.0,0.0,-485505.11,-485505.11
6040.0,4604661.58,-683935.0,3920726.58
6045.0,0.0,-655297.33,-655297.33
6050.0,2632850.99,-4440822.11,-1807971.12
6055.0,0.0,-300069.55,-300069.55
6060.0,198643336.79,-3924559.22,194718777.57
6065.0,0.0,-179056.09,-179056.09
6070.0,0.0,-1134706.95,-1134706.95
6075.0,657720.94,-1655817.87,-998096.93
6080.0,0.0,-12200590.35,-12200590.35
6085.0,0.0,-934741.76,-934741.76
6090.0,1308422.41,-792957.86,515464.55
6095.0,0.0,-896318.96,-896318.96
6100.0,2617915.37,-8437175.43,-5819260.06
6105.0,0.0,-1989503.37,-1989503.37
6110.0,0.0,-1182919.08,-1182919.08
6115.0,0.0,-1191355.71,-1191355.71
6120.0,0.0,-1540626.97,-1540626.97
6125.0,3947886932.36,-20060045.7,3927826886.66
6130.0,1313283.93,-1114649.86,198634.07
6135.0,0.0,-1706014.05,-1706014.05
6140.0,656592.74,-1133098.73,-476506.0
6145.0,0.0,-1114049.62,-1114049.62
6150.0,30739236.33,-5202339.7,25536896.63
6155.0,0.0,-433765.93,-433765.93
6160.0,0.0,-2017593.06,-2017593.06
6165.0,0.0,-536383.34,-536383.34
6170.0,0.0,-2561387.35,-2561387.35
6175.0,1306721.59,-23796645.94,-22489924.34
6180.0,652903.69,-1956270.97,-1303367.27
6185.0,0.0,-637505.22,-637505.22
