strike,call_dex,put_dex,net_dex
1400.0,7290910.0,-18349.12,7272560.88
1600.0,0.0,-8714.06,-8714.06
1800.0,2651240.0,-6733.66,2644506.34
2000.0,47059510.0,-51931.41,47007578.59
2200.0,11930580.0,-24369.96,11906210.04
2400.0,0.0,-13485.74,-13485.74
2600.0,13919010.0,-49831.32,13869178.68
2800.0,1325620.0,-62719.77,1262900.23
3000.0,21209920.0,-191604.51,21018315.49
3200.0,0.0,-411858.74,-411858.74
3300.0,0.0,-133981.19,-133981.19
3400.0,662810.0,-381388.08,281421.92
3500.0,3976860.0,-108312.5,3868547.5
3600.0,0.0,-536300.15,-536300.15
3700.0,662810.0,-86671.52,576138.48
3800.0,0.0,-369808.48,-369808.48
3900.0,5965290.0,-233276.76,5732013.24
4000.0,7953720.0,-314232.69,7639487.31
4050.0,0.0,-5850.26,-5850.26
4100.0,21872730.0,-74222.38,21798507.62
4150.0,21872730.0,-47917.06,21824812.94
4200.0,0.0,-346004.36,-346004.36
4250.0,0.0,-38723.29,-38723.29
4300.0,1988430.0,-63849.35,1924580.65
4350.0,1988430.0,-113472.13,1874957.87
4400.0,662810.0,-234002.16,428807.84
4450.0,0.0,-163245.54,-163245.54
4500.0,0.0,-198622.94,-198622.94
4550.0,0.0,-71628.68,-71628.68
4600.0,0.0,-138879.75,-138879.75
4650.0,0.0,-78544.73,-78544.73
4700.0,662810.0,-97421.92,565388.08
4750.0,29163640.0,-407419.44,28756220.56
4800.0,8616530.0,-135987.1,8480542.9
4850.0,662810.0,-214806.4,448003.6
4900.0,30489260.0,-167520.89,30321739.11
4950.0,0.0,-579804.06,-579804.06
5000.0,101409930.0,-1166311.97,100243618.03
5025.0,0.0,-110131.56,-110131.56
5050.0,2651240.0,-609002.35,2042237.65
5075.0,0.0,-112126.46,-112126.46
5100.0,2651240.0,-661739.25,1989500.75
5125.0,0.0,-31454.47,-31454.47
5150.0,3976860.0,-76755.05,3900104.95
5175.0,0.0,-1922093.76,-1922093.76
5200.0,27175210.0,-1872752.39,25302457.61
5225.0,0.0,-57982.82,-57982.82
5250.0,662810.0,-320425.67,342384.33
5275.0,0.0,-2920988.58,-2920988.58
5300.0,0.0,-1222086.9,-1222086.9
5325.0,662810.0,-1382231.61,-719421.61
5350.0,0.0,-3972105.28,-3972105.28
5360.0,0.0,-51326.79,-51326.79
5370.0,0.0,-75484.06,-75484.06
5375.0,1325620.0,-88382.54,1237237.46
5380.0,0.0,-62643.2,-62643.2
5390.0,0.0,-165287.21,-165287.21
5400.0,1988430.0,-4392042.58,-2403612.58
5410.0,0.0,-89990.79,-89990.79
5420.0,0.0,-37753.8,-37753.8
5425.0,0.0,-1398013.85,-1398013.85
5430.0,0.0,-105031.65,-105031.65
5440.0,0.0,-40159.77,-40159.77
5450.0,6595163.09,-2156924.55,4438238.54
5460.0,0.0,-137748.31,-137748.31
5470.0,0.0,-134808.16,-134808.16
5475.0,0.0,-130815.06,-130815.06
5480.0,0.0,-85283.16,-85283.16
5490.0,3305261.17,-184035.96,3121225.21
5500.0,33803310.0,-1476412.25,32326897.75
5510.0,0.0,-103468.02,-103468.02
5520.0,3314050.0,-76973.33,3237076.67
5525.0,12580619.7,-4851700.64,7728919.06
5530.0,0.0,-218618.52,-218618.52
5540.0,0.0,-179171.88,-179171.88
5550.0,13256200.0,-311249.41,12944950.59
5560.0,2651240.0,-102259.93,2548980.07
5570.0,0.0,-2603006.09,-2603006.09
5575.0,0.0,-10303624.16,-10303624.16
5580.0,0.0,-84699.85,-84699.85
5590.0,0.0,-55289.28,-55289.28
5600.0,40431410.0,-8407673.95,32023736.05
5610.0,0.0,-82545.12,-82545.12
5620.0,0.0,-139529.44,-139529.44
5625.0,0.0,-23953173.77,-23953173.77
5630.0,3314050.0,-90107.96,3223942.04
5640.0,662810.0,-99032.56,563777.44
5650.0,0.0,-9407845.02,-9407845.02
5660.0,467281050.0,-100272.48,467180777.52
5670.0,0.0,-64513.18,-64513.18
5675.0,1322138.34,-11350029.91,-10027891.56
5680.0,0.0,-147836.98,-147836.98
5690.0,0.0,-174791.18,-174791.18
5700.0,15244630.0,-1357233.18,13887396.82
5710.0,0.0,-196336.34,-196336.34
5720.0,9279340.0,-249530.61,9029809.39
5725.0,3314050.0,-20375265.19,-17061215.19
5730.0,1988430.0,-400854.3,1587575.7
5740.0,0.0,-553388.69,-553388.69
5750.0,3965852.89,-3451745.16,514107.73
5760.0,662480.1,-190995.95,471484.15
