strike,call_gex,put_gex,net_gex,gex_profile
2800.0,0.0,-63.19,-63.19,
3000.0,0.0,-13275.57,-13275.57,
3200.0,0.0,-7380.36,-7380.36,
3400.0,0.0,-2558.17,-2558.17,-30497623.64
3600.0,0.0,-8189.61,-8189.61,-45560682.01
3800.0,0.0,-23529.25,-23529.25,-65725949.25
4000.0,0.0,-10123.62,-10123.62,-91274751.11
4200.0,0.0,-102816.75,-102816.75,-123600868.27
4400.0,0.0,-130897.22,-130897.22,-163840990.14
4600.0,0.0,-27717.84,-27717.84,-209897817.25
4800.0,0.0,-213386.73,-213386.73,-262380144.77
5000.0,0.0,-416320.17,-416320.17,-346409532.75
5200.0,0.0,-179853.76,-179853.76,-510292226.42
5400.0,0.0,-132737.64,-132737.64,-743393577.53
5500.0,0.0,-565351.2,-565351.2,-848940358.32
5600.0,0.0,-1874414.58,-1874414.58,-927683093.09
5700.0,0.0,-1589129.58,-1589129.58,-979425405.56
5725.0,0.0,0.0,0.0,-990906742.36
5750.0,0.0,-17481.51,-17481.51,-1004608190.89
5775.0,0.0,-1596.51,-1596.51,-1018499549.11
5800.0,0.0,-390348.36,-390348.36,-1034331841.17
5825.0,0.0,-225870.55,-225870.55,-1057465741.49
5850.0,0.0,-164099.76,-164099.76,-1080599641.82
5875.0,0.0,-204214.88,-204214.88,-1111996411.65
5900.0,0.0,-348026.77,-348026.77,-1151682534.54
5925.0,0.0,-162971.24,-162971.24,-1191368657.43
5950.0,0.0,-269245.78,-269245.78,-1248934213.82
5975.0,0.0,-109562.15,-109562.15,-1311309973.13
6000.0,0.0,-818932.7,-818932.7,-1375857519.78
6025.0,0.0,-286837.69,-286837.69,-1466365239.28
6050.0,0.0,-850936.08,-850936.08,-1556872958.79
6075.0,0.0,-884001.79,-884001.79,-1660670866.7
6100.0,0.0,-3049759.82,-3049759.82,-1787490576.38
6110.0,0.0,0.0,0.0,-1838218460.25
6120.0,0.0,0.0,0.0,-1888946344.12
6125.0,0.0,-894733.69,-894733.69,-1914310286.05
6130.0,0.0,0.0,0.0,-1939674227.99
6140.0,0.0,0.0,0.0,-2002908637.45
6150.0,0.0,-1396516.9,-1396516.9,-2073239226.01
6160.0,0.0,-140838.75,-140838.75,-2143569814.56
6170.0,0.0,-43613.2,-43613.2,-2213900403.12
6175.0,0.0,-1063194.82,-1063194.82,-2249065697.4
6180.0,0.0,-107243.65,-107243.65,-2284230991.68
6190.0,0.0,-19105.38,-19105.38,-2354561580.23
6200.0,0.0,-8151979.25,-8151979.25,-2424892168.79
6210.0,0.0,-222306.44,-222306.44,-2519242302.93
6220.0,0.0,-395713.14,-395713.14,-2617502595.65
6225.0,0.0,-12454234.61,-12454234.61,-2666632742.0
6230.0,0.0,-122893.32,-122893.32,-2715762888.36
6235.0,0.0,0.0,0.0,-2764893034.72
6240.0,0.0,-386089.24,-386089.24,-2814023181.08
6245.0,0.0,0.0,0.0,-2863153327.44
6250.0,0.0,-2386840.38,-2386840.38,-2912283473.8
6255.0,0.0,0.0,0.0,-2961413620.16
6260.0,0.0,-540269.21,-540269.21,-3010543766.52
6265.0,0.0,0.0,0.0,-3059673912.88
6270.0,0.0,-862995.28,-862995.28,-3112589265.82
6275.0,0.0,-1744933.93,-1744933.93,-3184521861.5
6280.0,0.0,-425989.65,-425989.65,-3256454457.18
6285.0,0.0,-269475.09,-269475.09,-3328387052.86
