strike,call_gex,put_gex,net_gex,gex_profile
2800.0,0.0,-355.55,-355.55,
3000.0,0.0,-345.74,-345.74,
3200.0,0.0,-527.67,-527.67,
3400.0,0.0,-82.51,-82.51,-10467484.2
3600.0,0.0,-1069.31,-1069.31,-17923214.69
3800.0,0.0,-15706.62,-15706.62,-31170983.59
4000.0,0.0,-21587.23,-21587.23,-53909602.74
4200.0,0.0,-10782.37,-10782.37,-89529054.57
4400.0,0.0,-13577.24,-13577.24,-139067652.36
4600.0,0.0,-242502.62,-242502.62,-198759149.42
4800.0,0.0,-127772.99,-127772.99,-262639241.62
5000.0,0.0,-499569.75,-499569.75,-335376157.47
5200.0,0.0,-218118.64,-218118.64,-441071705.67
5400.0,0.0,-529802.21,-529802.21,-615853393.72
5500.0,0.0,-512662.3,-512662.3,-758008931.45
5600.0,0.0,-1822519.07,-1822519.07,-957407399.2
5700.0,0.0,-2735775.19,-2735775.19,-1244050135.38
5750.0,0.0,0.0,0.0,-1412795737.41
5775.0,0.0,0.0,0.0,-1505303847.28
5800.0,0.0,-1403348.53,-1403348.53,-1597811957.15
5825.0,0.0,-241251.97,-241251.97,-1695949067.18
5850.0,0.0,-375251.95,-375251.95,-1795427211.93
5875.0,0.0,-390217.06,-390217.06,-1895539342.91
5900.0,0.0,-1558571.99,-1558571.99,-2000146826.17
5925.0,0.0,-737319.65,-737319.65,-2104754309.42
5950.0,0.0,-1077579.82,-1077579.82,-2213256614.95
5975.0,0.0,-8918082.92,-8918082.92,-2326732090.64
6000.0,0.0,-31918760.08,-31918760.08,-2440207566.33
6025.0,0.0,-1828927.67,-1828927.67,-2568866982.18
6050.0,0.0,-3346023.19,-3346023.19,-2702458965.76
6075.0,0.0,-2161419.03,-2161419.03,-2838777902.69
6100.0,0.0,-20689038.46,-20689038.46,-3011105018.97
6125.0,0.0,-5064047.36,-5064047.36,-3183432135.26
6150.0,0.0,-3547272.21,-3547272.21,-3380049455.12
6160.0,0.0,0.0,0.0,-3474125439.92
6170.0,0.0,0.0,0.0,-3568201424.72
6175.0,0.0,-6074462.08,-6074462.08,-3615239417.12
6180.0,0.0,0.0,0.0,-3662277409.52
6190.0,0.0,0.0,0.0,-3756353394.32
6200.0,0.0,-22790363.81,-22790363.81,-3850429379.12
6210.0,0.0,0.0,0.0,-3953255713.13
6220.0,0.0,0.0,0.0,-4081646792.92
6225.0,0.0,-15300195.07,-15300195.07,-4145842332.81
6230.0,0.0,0.0,0.0,-4210037872.7
6240.0,0.0,-1798204.85,-1798204.85,-4338428952.48
6250.0,0.0,-10344676.06,-10344676.06,-4466820032.26
6260.0,0.0,-2407025.82,-2407025.82,-4595211112.04
6270.0,0.0,-2233913.94,-2233913.94,-4723602191.82
6275.0,0.0,-13298759.72,-13298759.72,-4789307677.56
6280.0,0.0,-1552990.2,-1552990.2,-4870661692.95
6285.0,0.0,0.0,0.0,-4952015708.35
6290.0,0.0,-4360940.38,-4360940.38,-5033369723.75
6295.0,0.0,0.0,0.0,-5114723739.15
6300.0,0.0,-74154869.68,-74154869.68,-5196077754.54
6305.0,0.0,0.0,0.0,-5277431769.94
6310.0,0.0,-13279850.67,-13279850.67,-5358785785.34
6315.0,0.0,0.0,0.0,-5440139800.74
6320.0,0.0,-4920916.45,-4920916.45,-5521493816.14
6325.0,0.0,-10869771.4,-10869771.4,-5602847831.53
6330.0,0.0,-8575766.58,-8575766.58,-5684201846.93
6335.0,0.0,0.0,0.0,-5765555862.33
6340.0,0.0,-70015876.16,-70015876.16,-5846909877.73
6345.0,0.0,0.0,0.0,-5931973008.64
6350.0,43772.58,-91484342.19,-91440569.62,-6018896266.55
6355.0,0.0,0.0,0.0,-6105819524.46
6360.0,0.0,-26973737.75,-26973737.75,-6192742782.36
6365.0,0.0,0.0,0.0,-6279666040.27
6370.0,0.0,-4465293.1,-4465293.1,-6366589298.18
6375.0,34867.92,-16975946.11,-16941078.19,-6453512556.09
6380.0,0.0,-2843112.47,-2843112.47,-6540435814.0
6385.0,0.0,-3408150.05,-3408150.05,-6627359071.91
6390.0,0.0,-3516524.71,-3516524.71,-6714282329.82
6395.0,0.0,-5490115.55,-5490115.55,-6801205587.73
6400.0,76329.67,-34593834.34,-34517504.68,-6888128845.64
6405.0,0.0,-3826939.85,-3826939.85,-6975052103.55
6410.0,0.0,-27957713.5,-27957713.5,-7056819439.44
6415.0,0.0,-2404116.59,-2404116.59,-7122783664.78
6420.0,590208.35,-37471104.85,-36880896.5,-7188747890.12
6425.0,0.0,-10627231.02,-10627231.02,-7254712115.46
6430.0,0.0,-22174015.29,-22174015.29,-7320676340.8
6435.0,1165444.93,-13134192.74,-11968747.81,-7386640566.13
6440.0,1292259.76,-38925625.88,-37633366.12,-7452604791.47
6445.0,0.0,-9693402.89,-9693402.89,-7518569016.81
6450.0,275101.74,-259284863.11,-259009761.36,-7584533242.15
6455.0,0.0,-10272897.34,-10272897.34,-7650497467.49
6460.0,903177.59,-11898316.42,-10995138.83,-7716461692.83
6465.0,157764.83,-6032939.58,-5875174.75,-7782425918.16
6470.0,55245.67,-11316665.25,-11261419.58,-7848390143.5
6475.0,404817.2,-276884360.97,-276479543.77,-7914354368.84
6480.0,2546801.36,-29587503.43,-27040702.07,-7935399963.75
6485.0,0.0,-23411008.95,-23411008.95,-7946851288.08
6490.0,0.0,-24851026.92,-24851026.92,-7958302612.4
6495.0,0.0,-16452159.09,-16452159.09,-7969753936.73
6500.0,1572934.24,-203540224.05,-201967289.81,-7981205261.06
6505.0,297141.06,-11813546.86,-11516405.79,-7992656585.39
6510.0,77106.62,-34119668.98,-34042562.36,-8004107909.72
6515.0,79967.17,-15729509.45,-15649542.28,-8015559234.05
6520.0,165758.19,-30927188.11,-30761429.92,-8027010558.38
6525.0,257107.71,-129201154.78,-128944047.07,-8038461882.71
6530.0,442757.49,-619181393.28,-618738635.79,-8049913207.03
6535.0,365645.73,-14165200.88,-13799555.14,-8061364531.36
6540.0,753630.32,-666902625.33,-666148995.01,-8072815855.69
6545.0,776595.11,-41491985.86,-40715390.75,-8051753714.33
6550.0,1698510.94,-243906298.69,-242207787.75,-7982325770.78
6555.0,308635.82,-19222856.23,-18914220.41,-7912897827.23
6560.0,1160199.46,-102476363.4,-101316163.94,-7843469883.68
6565.0,324443.95,-19573752.28,-19249308.33,-7774041940.14
6570.0,323301.57,-265798137.99,-265474836.42,-7704613996.59
6575.0,1437256.09,-54194526.48,-52757270.39,-7635186053.04
6580.0,2670649.73,-114168750.51,-111498100.78,-7565758109.49
6585.0,691889.89,-31212383.49,-30520493.6,-7496330165.94
6590.0,1209512.87,-48649128.09,-47439615.22,-7426902222.39
6595.0,738293.2,-21393171.85,-20654878.65,-7357474278.84
6600.0,6772003.26,-532338418.99,-525566415.73,-7288046335.29
6605.0,891315.38,-17434325.32,-16543009.94,-7218618391.74
6610.0,517471.05,-50813058.79,-50295587.74,-7149190448.19
6615.0,904331.24,-21378496.41,-20474165.17,-6985703235.67
6620.0,2779946.12,-286993513.46,-284213567.34,-6820296446.23
6625.0,4810526.06,-82336407.07,-77525881.0,-6654889656.79
6630.0,5251070.76,-31426899.62,-26175828.85,-6489482867.35
6635.0,4476989.38,-97637307.43,-93160318.05,-6324076077.91
6640.0,6288984.54,-37850384.03,-31561399.5,-6158669288.47
6645.0,4881237.99,-21909614.67,-17028376.68,-5993262499.03
6650.0,10215887.47,-394930451.59,-384714564.12,-5827855709.59
6655.0,5821419.67,-22249018.12,-16427598.45,-5662448920.15
6660.0,13410658.18,-102256291.79,-88845633.61,-5497042130.7
6665.0,5535682.96,-21087333.04,-15551650.08,-5331635341.26
6670.0,4122061.73,-46330398.43,-42208336.69,-5166228551.82
6675.0,77289435.41,-268841214.54,-191551779.13,-5000821762.38
6680.0,21806827.64,-61212215.84,-39405388.2,-4776988988.08
6685.0,11783455.81,-35012052.54,-23228596.73,-4507250082.82
6690.0,22347260.51,-53145243.95,-30797983.44,-4237511177.55
6695.0,42003146.64,-95089424.95,-53086278.31,-3967772272.29
6700.0,91038089.12,-422882855.48,-331844766.36,-3698033367.02
6705.0,22065086.77,-37953255.83,-15888169.06,-3428294461.76
6710.0,16767003.05,-72974480.72,-56207477.67,-3158555556.49
6715.0,35588672.39,-44084947.48,-8496275.09,-2888816651.23
6720.0,23568843.24,-38648044.26,-15079201.01,-2619077745.97
6725.0,30221971.04,-57997128.51,-27775157.47,-2349338840.7
6730.0,20157898.32,-36790687.85,-16632789.53,-2079599935.44
6735.0,15366301.75,-19375607.12,-4009305.38,-1809861030.17
6740.0,37613353.73,-23488737.32,14124616.41,-1540122124.91
6745.0,15774144.16,-18189087.86,-2414943.7,-1258958506.89
6750.0,160134908.86,-149891613.03,10243295.83,-906431828.05
6755.0,15840994.32,-33471225.64,-17630231.32,-553905149.2
6760.0,29472395.53,-53430556.17,-23958160.64,-201378470.36
6765.0,26962179.82,-24053513.37,2908666.45,151148208.49
6770.0,18631195.65,-34476418.3,-15845222.65,503674887.33
6775.0,32579921.63,-44875822.32,-12295900.69,856201566.17
6780.0,47542075.35,-63955199.06,-16413123.71,1208728245.02
6785.0,12873449.19,-27391979.09,-14518529.9,1561254923.86
6790.0,25548219.29,-15457386.93,10090832.36,1913781602.7
6795.0,22106212.3,-12446512.53,9659699.77,2266308281.55
6800.0,145074711.3,-70003178.49,75071532.8,2618834960.39
6805.0,21796552.44,-13178366.0,8618186.44,2971361639.23
6810.0,20489416.34,-24387110.17,-3897693.83,3323888318.08
6815.0,11519264.01,-13149540.72,-1630276.72,3665777898.8
6820.0,21919262.32,-49456829.2,-27537566.88,4003448295.36
6825.0,35758248.58,-33518284.2,2239964.38,4341118691.92
6830.0,13592778.54,-37167146.24,-23574367.7,4678789088.47
6835.0,12885843.52,-8017676.68,4868166.84,5016459485.03
6840.0,39122555.56,-8642405.95,30480149.61,5354129881.58
6845.0,15755252.51,-31718712.05,-15963459.54,5691800278.14
6850.0,30336271.44,-10789994.57,19546276.86,6029470674.69
6855.0,21562080.44,-3252227.3,18309853.14,6367141071.25
6860.0,12310497.56,-7133179.64,5177317.93,6704811467.8
6865.0,5727520.96,-3792170.22,1935350.74,7042481864.36
6870.0,11218460.72,0.0,11218460.72,7380152260.92
6875.0,20257528.69,0.0,20257528.69,7717822657.47
6880.0,18187746.62,0.0,18187746.62,8009121759.83
6885.0,8357498.68,0.0,8357498.68,8189066665.91
6890.0,12520199.17,-2504177.05,10016022.13,8369011571.99
6895.0,5736005.64,0.0,5736005.64,8548956478.07
6900.0,54455506.73,0.0,54455506.73,8728901384.15
6905.0,4070952.23,0.0,4070952.23,8908846290.23
6910.0,12436751.61,-1416165.66,11020585.95,9088791196.32
6915.0,4966396.82,0.0,4966396.82,9268736102.4
6920.0,14446551.43,-1941921.02,12504630.41,9448681008.48
6925.0,4800732.85,0.0,4800732.85,9628625914.56
6930.0,9320622.4,0.0,9320622.4,9808570820.64
6935.0,2998498.01,-181226.94,2817271.07,9988515726.72
6940.0,48730786.71,0.0,48730786.71,10168460632.8
6945.0,5152047.07,0.0,5152047.07,10348405538.88
6950.0,53503468.99,-4358751.12,49144717.87,10336157087.06
6955.0,2391657.54,-1429700.81,961956.74,10296201125.96
6960.0,13649150.76,0.0,13649150.76,10256245164.87
6965.0,3161538.71,0.0,3161538.71,10216289203.78
6970.0,3749075.19,0.0,3749075.19,10176333242.69
6975.0,4474507.19,-591860.58,3882646.61,10136377281.59
6980.0,4555434.12,-81337.07,4474097.05,10096421320.5
6985.0,4185785.48,-19918.88,4165866.59,10056465359.41
6990.0,5173390.87,-331838.5,4841552.37,10016509398.32
6995.0,4968391.34,-19112.36,4949278.98,9976553437.23
7000.0,5502008.7,-233349.94,5268658.76,9936597476.13
7005.0,1854627.97,-12034.45,1842593.52,9896641515.04
7010.0,2992081.0,-207305.84,2784775.15,9856685553.95
7015.0,4248754.72,0.0,4248754.72,9752130906.94
7020.0,2511524.48,0.0,2511524.48,9569257499.13
7025.0,4415364.82,0.0,4415364.82,9386384091.33
7030.0,2588551.32,0.0,2588551.32,9203510683.52
7040.0,2163978.85,0.0,2163978.85,8837763867.91
7050.0,2874198.52,-119601.5,2754597.03,8472017052.3
7060.0,5393584.88,0.0,5393584.88,8106270236.68
7070.0,911763.15,0.0,911763.15,7740523421.07
7075.0,1686489.23,-130579.67,1555909.56,7557650013.26
7080.0,869504.84,0.0,869504.84,7374287355.11
7090.0,838788.1,0.0,838788.1,6975923849.54
7100.0,1144743.38,-95413.66,1049329.72,6577560343.97
7110.0,278613.77,0.0,278613.77,6179196838.41
7120.0,240946.35,0.0,240946.35,5780833332.84
7125.0,854611.04,-47274.67,807336.38,5581651580.06
7150.0,860814.53,-63190.22,797624.31,4619458724.3
7175.0,922658.54,0.0,922658.54,3900818942.01
7200.0,1249880.0,-37129.13,1212750.86,3182179159.72
7225.0,457578.18,0.0,457578.18,2595595509.38
7250.0,183740.48,0.0,183740.48,2178729337.57
7275.0,24244.95,0.0,24244.95,1761863165.77
7300.0,604925.77,0.0,604925.77,1491396186.77
7325.0,798425.78,0.0,798425.78,1268899628.36
7350.0,36757.99,0.0,36757.99,1053245195.02
7375.0,12742.51,0.0,12742.51,930198128.91
7400.0,35102.53,0.0,35102.53,807151062.8
7425.0,945092.75,0.0,945092.75,702202796.62
7450.0,45523.45,0.0,45523.45,626238976.94
7500.0,95707.83,-8548.22,87159.61,490688890.03
7600.0,12423.96,0.0,12423.96,307391131.73
7800.0,1113.63,0.0,1113.63,106070595.91
8000.0,1082.62,0.0,1082.62,27894851.4
8200.0,350.16,0.0,350.16,5909990.54
8400.0,726.62,0.0,726.62,1440511.78
8600.0,0.0,0.0,0.0,665163.42
8800.0,0.0,0.0,0.0,463526.15
9000.0,280.59,0.0,280.59,348887.58
