strike,call_gex,put_gex,net_gex,gex_profile
2800.0,0.0,-63.14,-63.14,
3000.0,0.0,-13263.18,-13263.18,
3200.0,0.0,-7373.58,-7373.58,
3400.0,0.0,-2555.8,-2555.8,-30516070.13
3600.0,0.0,-8180.38,-8180.38,-45579326.02
3800.0,0.0,-23504.55,-23504.55,-65741407.27
4000.0,0.0,-10110.46,-10110.46,-91289834.38
4200.0,0.0,-102653.06,-102653.06,-123616691.25
4400.0,0.0,-130701.49,-130701.49,-163841794.07
4600.0,0.0,-27672.82,-27672.82,-209860419.72
4800.0,0.0,-212891.19,-212891.19,-262182944.94
5000.0,0.0,-415251.87,-415251.87,-345349487.23
5200.0,0.0,-179405.69,-179405.69,-508115777.98
5400.0,0.0,-132366.87,-132366.87,-744651480.88
5500.0,0.0,-563473.39,-563473.39,-854599459.23
5600.0,0.0,-1867168.59,-1867168.59,-939330618.03
5700.0,0.0,-1183309.03,-1183309.03,-997132093.91
5725.0,0.0,0.0,0.0,-1010118802.97
5750.0,0.0,-17402.31,-17402.31,-1025017038.16
5775.0,0.0,-1589.21,-1589.21,-1040297945.64
5800.0,0.0,-388566.44,-388566.44,-1056626968.54
5825.0,0.0,-224849.1,-224849.1,-1080555692.94
5850.0,0.0,-199725.74,-199725.74,-1104484417.35
5875.0,0.0,-248509.46,-248509.46,-1134738112.22
5900.0,0.0,-403548.53,-403548.53,-1174123753.68
5925.0,0.0,-188882.01,-188882.01,-1213509395.14
5950.0,0.0,-352751.79,-352751.79,-1268172777.3
5975.0,0.0,-136596.37,-136596.37,-1329471414.6
6000.0,0.0,-1020101.68,-1020101.68,-1390770051.9
6025.0,0.0,-389561.7,-389561.7,-1480658371.3
6050.0,0.0,-1246095.99,-1246095.99,-1570976174.35
6075.0,0.0,-1225153.97,-1225153.97,-1671967743.26
6100.0,0.0,-4054612.79,-4054612.79,-1801354967.48
6110.0,0.0,0.0,0.0,-1853109857.16
6120.0,0.0,0.0,0.0,-1904864746.84
6125.0,0.0,-1187339.61,-1187339.61,-1930742191.69
