strike,call_gex,put_gex,net_gex,gex_profile
2800.0,0.0,-357.25,-357.25,
3000.0,0.0,-347.56,-347.56,
3200.0,0.0,-530.57,-530.57,
3400.0,0.0,-83.03,-83.03,-10420288.86
3600.0,0.0,-1076.32,-1076.32,-17828025.18
3800.0,0.0,-15821.03,-15821.03,-31004496.8
4000.0,0.0,-21763.98,-21763.98,-53679935.05
4200.0,0.0,-10877.74,-10877.74,-89296517.55
4400.0,0.0,-13712.2,-13712.2,-138973298.12
4600.0,0.0,-245177.45,-245177.45,-198937580.56
4800.0,0.0,-129433.6,-129433.6,-262786745.03
5000.0,0.0,-506834.35,-506834.35,-334482831.01
5200.0,0.0,-221743.93,-221743.93,-439087831.38
5400.0,0.0,-540371.5,-540371.5,-613951612.99
5500.0,0.0,-611911.17,-611911.17,-753449471.71
5600.0,0.0,-1597236.99,-1597236.99,-953514525.38
5700.0,0.0,-2808782.1,-2808782.1,-1239177934.17
5750.0,0.0,0.0,0.0,-1410804794.85
5775.0,0.0,0.0,0.0,-1502329932.88
5800.0,0.0,-1348425.15,-1348425.15,-1596619649.84
5825.0,0.0,-248791.09,-248791.09,-1695698282.23
5850.0,0.0,-365982.8,-365982.8,-1794776914.62
5875.0,0.0,-426092.16,-426092.16,-1896759189.22
5900.0,0.0,-1538119.23,-1538119.23,-2000058231.8
5925.0,0.0,-796657.34,-796657.34,-2103418660.68
5950.0,0.0,-1161320.84,-1161320.84,-2212620232.53
5975.0,0.0,-9579807.21,-9579807.21,-2321821804.37
6000.0,0.0,-33155386.62,-33155386.62,-2436110028.77
6025.0,0.0,-1901271.28,-1901271.28,-2560614406.13
6050.0,0.0,-3401484.77,-3401484.77,-2685118783.49
6075.0,0.0,-2208729.86,-2208729.86,-2830457588.62
6100.0,0.0,-21625280.1,-21625280.1,-2986799416.73
6125.0,0.0,-5218074.84,-5218074.84,-3143141244.85
6150.0,0.0,-3619583.91,-3619583.91,-3352227446.8
6160.0,0.0,0.0,0.0,-3436363020.73
6170.0,0.0,0.0,0.0,-3520498594.66
6175.0,0.0,-6389059.76,-6389059.76,-3562566381.63
6180.0,0.0,0.0,0.0,-3604634168.59
6190.0,0.0,0.0,0.0,-3688769742.53
6200.0,0.0,-24558355.1,-24558355.1,-3797163337.96
6210.0,0.0,0.0,0.0,-3913772836.25
6220.0,0.0,0.0,0.0,-4030382334.54
6225.0,0.0,-16189327.11,-16189327.11,-4088687083.69
6230.0,0.0,0.0,0.0,-4146991832.84
6240.0,0.0,-1905375.95,-1905375.95,-4263601331.13
6250.0,112615.44,-10889641.71,-10777026.27,-4380210829.43
6260.0,0.0,-2520365.05,-2520365.05,-4498944244.61
6270.0,0.0,-2358476.29,-2358476.29,-4656398298.38
6275.0,0.0,-14357038.24,-14357038.24,-4735125325.26
6280.0,0.0,-1664794.19,-1664794.19,-4813852352.14
6285.0,0.0,0.0,0.0,-4892579379.03
6290.0,0.0,-4651043.32,-4651043.32,-4971306405.91
6295.0,0.0,0.0,0.0,-5050033432.8
6300.0,0.0,-77485652.5,-77485652.5,-5128760459.68
6305.0,0.0,0.0,0.0,-5207487486.57
6310.0,0.0,-14362024.61,-14362024.61,-5286214513.45
6315.0,0.0,0.0,0.0,-5364941540.34
6320.0,0.0,-5248674.8,-5248674.8,-5443668567.22
6325.0,0.0,-11709246.88,-11709246.88,-5522395594.1
6330.0,0.0,-9409826.72,-9409826.72,-5612342170.26
6335.0,0.0,0.0,0.0,-5706738958.7
6340.0,0.0,-75589229.32,-75589229.32,-5801135747.14
6345.0,0.0,0.0,0.0,-5895532535.58
6350.0,0.0,-101482550.58,-101482550.58,-5989929324.02
6355.0,0.0,0.0,0.0,-6084326112.45
6360.0,0.0,-29971980.05,-29971980.05,-6178722900.89
6365.0,0.0,0.0,0.0,-6273119689.33
6370.0,0.0,-4886574.4,-4886574.4,-6367516477.77
6375.0,23436.44,-18380106.27,-18356669.83,-6461913266.21
6380.0,0.0,-3209475.68,-3209475.68,-6556310054.65
6385.0,0.0,-3731766.92,-3731766.92,-6650706843.08
