strike,call_gex,put_gex,net_gex,gex_profile
2800.0,0.0,-325.53,-325.53,
3000.0,0.0,-13953.79,-13953.79,
3200.0,0.0,-13760.1,-13760.1,
3400.0,0.0,-28073.7,-28073.7,-60146304.28
3600.0,0.0,-37367.25,-37367.25,-71219624.17
3800.0,0.0,-65076.13,-65076.13,-79287730.15
4000.0,0.0,-61302.19,-61302.19,-85262614.99
4200.0,0.0,-20250.61,-20250.61,-93334426.43
4400.0,0.0,-16650.38,-16650.38,-112325323.42
4600.0,0.0,-41084.15,-41084.15,-154560621.88
4800.0,0.0,-73246.37,-73246.37,-232853759.96
5000.0,0.0,-101139.06,-101139.06,-365258359.21
5200.0,0.0,-689365.64,-689365.64,-588876904.07
5400.0,0.0,-406270.0,-406270.0,-943323048.33
5500.0,0.0,-645708.92,-645708.92,-1162036067.97
5600.0,0.0,-1411218.98,-1411218.98,-1391975266.75
5700.0,0.0,-869854.15,-869854.15,-1622843218.77
5725.0,0.0,-21841.65,-21841.65,-1681041509.39
5750.0,0.0,-51187.74,-51187.74,-1739239800.01
5775.0,0.0,-211899.4,-211899.4,-1800410248.97
5800.0,0.0,-4463081.6,-4463081.6,-1862460481.46
5825.0,0.0,-201693.05,-201693.05,-1924989869.25
5850.0,0.0,-219759.02,-219759.02,-1997278463.04
5875.0,0.0,-125781.05,-125781.05,-2069567056.83
5900.0,0.0,-698167.8,-698167.8,-2148335795.76
5925.0,0.0,-193885.78,-193885.78,-2240724095.32
5950.0,0.0,-333078.84,-333078.84,-2333112394.89
5975.0,0.0,-204323.18,-204323.18,-2446431628.77
6000.0,0.0,-2979228.76,-2979228.76,-2573844918.84
6025.0,0.0,-434329.64,-434329.64,-2701258208.91
6050.0,0.0,-672534.21,-672534.21,-2880636487.74
6075.0,0.0,-2908593.6,-2908593.6,-3067560758.99
6100.0,0.0,-1105337.18,-1105337.18,-3269252470.52
6110.0,0.0,-32580.38,-32580.38,-3383826600.25
6120.0,0.0,-156827.79,-156827.79,-3498400729.97
6125.0,41311.08,-482146.63,-440835.55,-3555687794.84
6130.0,0.0,-177956.29,-177956.29,-3612974859.7
6140.0,0.0,-187434.59,-187434.59,-3727548989.43
6150.0,0.0,-2550865.91,-2550865.91,-3842123119.15
6160.0,0.0,-167055.94,-167055.94,-3956697248.88
6170.0,0.0,-383395.74,-383395.74,-4104592817.38
6175.0,0.0,-892888.22,-892888.22,-4191631166.87
6180.0,0.0,-194617.19,-194617.19,-4278669516.36
6190.0,0.0,-327890.73,-327890.73,-4452746215.33
6200.0,25411.85,-2945322.79,-2919910.94,-4626822914.3
6210.0,0.0,-145549.13,-145549.13,-4800899613.27
