strike,call_gex,put_gex,net_gex,gex_profile
2800.0,0.0,-327.2,-327.2,
3000.0,0.0,-14031.73,-14031.73,
3200.0,0.0,-13845.6,-13845.6,
3400.0,0.0,-28257.1,-28257.1,-60243098.38
3600.0,0.0,-37636.34,-37636.34,-71370562.28
3800.0,0.0,-65584.96,-65584.96,-79439252.73
4000.0,0.0,-61838.39,-61838.39,-85325816.35
4200.0,0.0,-20446.99,-20446.99,-93189933.58
4400.0,0.0,-16827.45,-16827.45,-111886842.68
4600.0,0.0,-41589.78,-41589.78,-153887230.16
4800.0,0.0,-74260.92,-74260.92,-231808571.78
5000.0,0.0,-102684.35,-102684.35,-362259064.24
5200.0,0.0,-701665.36,-701665.36,-579991683.86
5400.0,0.0,-414940.77,-414940.77,-933607498.56
5500.0,0.0,-660717.23,-660717.23,-1161409833.22
5600.0,0.0,-1446279.66,-1446279.66,-1402757304.95
5700.0,0.0,-894055.21,-894055.21,-1642256993.51
5725.0,0.0,-22474.71,-22474.71,-1701120489.36
5750.0,0.0,-52687.86,-52687.86,-1760130799.79
5775.0,0.0,-163357.4,-163357.4,-1819371129.81
5800.0,0.0,-3446598.45,-3446598.45,-1878611459.82
5825.0,0.0,-208251.89,-208251.89,-1941681291.26
5850.0,0.0,-227084.27,-227084.27,-2006620284.1
5875.0,0.0,-130077.96,-130077.96,-2071559276.94
5900.0,0.0,-722635.14,-722635.14,-2150658091.47
5925.0,0.0,-201032.44,-201032.44,-2230427228.51
5950.0,0.0,-345673.56,-345673.56,-2316797988.68
5975.0,0.0,-212259.21,-212259.21,-2424351734.83
6000.0,0.0,-3098115.44,-3098115.44,-2531905480.99
6025.0,0.0,-551983.71,-551983.71,-2664042445.5
6050.0,0.0,-701090.45,-701090.45,-2818835273.8
6075.0,0.0,-3535096.44,-3535096.44,-2973628102.11
6100.0,0.0,-1156392.88,-1156392.88,-3193909560.09
6110.0,0.0,-34108.13,-34108.13,-3288440550.81
6120.0,0.0,-164295.73,-164295.73,-3382971541.54
6125.0,0.0,-505045.7,-505045.7,-3430237036.9
6130.0,0.0,-186609.13,-186609.13,-3477502532.26
6140.0,0.0,-196717.95,-196717.95,-3572033522.98
6150.0,0.0,-2373706.71,-2373706.71,-3678420108.94
6160.0,0.0,-175644.53,-175644.53,-3828351077.37
6170.0,0.0,-403497.31,-403497.31,-3978282045.81
6175.0,0.0,-939719.0,-939719.0,-4053247530.03
6180.0,0.0,-204871.78,-204871.78,-4128213014.25
6190.0,0.0,-345549.61,-345549.61,-4278143982.68
6200.0,0.0,-3107513.98,-3107513.98,-4428074951.12
6210.0,0.0,-153581.02,-153581.02,-4578005919.56
6220.0,0.0,-7448721.84,-7448721.84,-4761559845.19
6225.0,0.0,-10407033.98,-10407033.98,-4876457582.61
6230.0,0.0,-205520.42,-205520.42,-4991355320.04
