strike,call_gex,put_gex,net_gex,gex_profile
2800.0,0.0,-424.89,-424.89,
3000.0,0.0,-195.46,-195.46,
3200.0,0.0,-404.54,-404.54,
3400.0,0.0,-41.27,-41.27,-28235303.59
3600.0,0.0,-2260.27,-2260.27,-48473445.59
3800.0,0.0,-35907.44,-35907.44,-74692223.63
4000.0,0.0,-23406.95,-23406.95,-104568844.89
4200.0,0.0,-131981.65,-131981.65,-135765179.44
4400.0,0.0,-157475.45,-157475.45,-167216300.81
4600.0,0.0,-70066.95,-70066.95,-200512316.32
4800.0,0.0,-158966.4,-158966.4,-249099969.05
5000.0,0.0,-278629.92,-278629.92,-358637087.93
5200.0,0.0,-116443.44,-116443.44,-588123757.14
5300.0,0.0,-38591.13,-38591.13,-741890798.8
5400.0,0.0,-198903.56,-198903.56,-897228852.2
5500.0,0.0,-1704351.88,-1704351.88,-1026853663.12
5600.0,0.0,-3833473.36,-3833473.36,-1118079755.76
5625.0,0.0,0.0,0.0,-1132293060.39
5650.0,0.0,0.0,0.0,-1145265584.47
5675.0,0.0,0.0,0.0,-1157764368.36
5700.0,0.0,-276627.2,-276627.2,-1167263723.91
5725.0,0.0,-400042.49,-400042.49,-1176763079.46
5750.0,0.0,-129642.56,-129642.56,-1187607697.68
5775.0,0.0,-562611.57,-562611.57,-1200085934.23
5800.0,0.0,-786008.32,-786008.32,-1212564170.79
5825.0,0.0,-128508.06,-128508.06,-1234471887.59
5850.0,0.0,-144155.87,-144155.87,-1259247307.58
5875.0,0.0,-442285.78,-442285.78,-1286026489.3
5900.0,0.0,-446005.28,-446005.28,-1335238028.07
5925.0,0.0,-123861.49,-123861.49,-1384449566.85
5950.0,516.61,-1543540.08,-1543023.47,-1449849122.78
5975.0,0.0,-192603.62,-192603.62,-1539815991.77
5990.0,0.0,0.0,0.0,-1593796113.16
6000.0,9678377.22,-12531560.02,-2853182.8,-1629782860.75
6010.0,0.0,0.0,0.0,-1673042961.75
6020.0,0.0,0.0,0.0,-1734913529.29
6025.0,0.0,-424631.11,-424631.11,-1765848813.06
6030.0,0.0,0.0,0.0,-1796784096.83
6040.0,0.0,0.0,0.0,-1858654664.36
6050.0,0.0,-933921.56,-933921.56,-1920525231.9
6060.0,0.0,0.0,0.0,-1982395799.44
6070.0,0.0,0.0,0.0,-2044266366.98
6075.0,0.0,-905169.53,-905169.53,-2077893875.78
6080.0,0.0,-375190.84,-375190.84,-2128338036.61
6090.0,0.0,-353895.96,-353895.96,-2229226358.26
6100.0,0.0,-8981037.86,-8981037.86,-2330114679.91
6110.0,0.0,-178800.41,-178800.41,-2431003001.56
6120.0,0.0,-126803.54,-126803.54,-2531891323.21
6125.0,0.0,-2414556.83,-2414556.83,-2582335484.03
6130.0,0.0,-341036.13,-341036.13,-2632779644.86
6135.0,0.0,0.0,0.0,-2683223805.68
6140.0,0.0,-155414.75,-155414.75,-2733667966.51
6145.0,0.0,0.0,0.0,-2801939689.87
6150.0,0.0,-3319107.27,-3319107.27,-2877282681.05
6155.0,0.0,0.0,0.0,-2952625672.23
6160.0,0.0,-218231.59,-218231.59,-3027968663.42
6165.0,0.0,0.0,0.0,-3103311654.6
6170.0,0.0,-710610.61,-710610.61,-3178654645.79
6175.0,0.0,-3499805.96,-3499805.96,-3253997636.97
6180.0,0.0,-1083670.5,-1083670.5,-3329340628.15
6185.0,0.0,0.0,0.0,-3404683619.34
6190.0,0.0,-814443.72,-814443.72,-3480026610.52
6195.0,0.0,0.0,0.0,-3555369601.7
6200.0,11390.49,-6296545.35,-6285154.87,-3630712592.89
6205.0,0.0,0.0,0.0,-3706055584.07
6210.0,0.0,-892768.27,-892768.27,-3787346189.17
6215.0,0.0,-63955.47,-63955.47,-3883057721.16
6220.0,0.0,-2530596.47,-2530596.47,-3978769253.14
6225.0,0.0,-8826964.65,-8826964.65,-4074480785.13
6230.0,0.0,-5177122.49,-5177122.49,-4170192317.12
6235.0,0.0,-260086.11,-260086.11,-4265903849.1
6240.0,0.0,-2164605.37,-2164605.37,-4361615381.09
6245.0,0.0,-434805.81,-434805.81,-4457326913.08
6250.0,0.0,-8468170.25,-8468170.25,-4553038445.06
6255.0,0.0,-637220.32,-637220.32,-4648749977.05
6260.0,0.0,-1062106.69,-1062106.69,-4744461509.04
6265.0,0.0,-701584.14,-701584.14,-4840173041.02
6270.0,0.0,-3118543.22,-3118543.22,-4935884573.01
6275.0,0.0,-2498161.73,-2498161.73,-5031596105.0
6280.0,0.0,-3090905.58,-3090905.58,-5123181776.53
6285.0,0.0,-1113759.02,-1113759.02,-5214140013.05
6290.0,0.0,-6123167.15,-6123167.15,-5305098249.58
6295.0,0.0,-1186595.12,-1186595.12,-5396056486.11
6300.0,18111.62,-39592188.19,-39574076.57,-5487014722.63
6305.0,0.0,-1928283.55,-1928283.55,-5577972959.16
6310.0,0.0,-3812881.92,-3812881.92,-5668931195.69
6315.0,9444.51,-1368459.4,-1359014.89,-5759889432.22
6320.0,266297.95,-8412729.43,-8146431.48,-5850847668.74
6325.0,23183.19,-5729155.21,-5705972.02,-5941805905.27
6330.0,0.0,-3082401.12,-3082401.12,-6032764141.8
6335.0,0.0,-2174991.0,-2174991.0,-6123722378.32
6340.0,26289.9,-4288745.19,-4262455.29,-6214680614.85
6345.0,7037.71,-3821989.31,-3814951.61,-6284248534.05
6350.0,39504.59,-16474503.96,-16434999.37,-6327030380.19
6355.0,18692.62,-2492720.07,-2474027.45,-6369812226.33
6360.0,15905.16,-46555711.9,-46539806.75,-6412594072.47
6365.0,0.0,-8528575.56,-8528575.56,-6455375918.61
6370.0,0.0,-84776495.2,-84776495.2,-6498157764.75
6375.0,12721.27,-84016589.8,-84003868.53,-6540939610.89
6380.0,0.0,-7272605.63,-7272605.63,-6583721457.03
6385.0,0.0,-7916619.73,-7916619.73,-6626503303.17
6390.0,21359.86,-8895762.27,-8874402.41,-6669285149.31
6395.0,91398.64,-7751060.79,-7659662.14,-6712066995.45
6400.0,399893.72,-39638379.4,-39238485.68,-6754848841.59
6405.0,20153.42,-12706430.45,-12686277.03,-6797630687.73
6410.0,0.0,-21141443.54,-21141443.54,-6838715957.01
6415.0,0.0,-13108508.26,-13108508.26,-6796668960.18
6420.0,698066.62,-20857524.89,-20159458.27,-6754621963.35
6425.0,80408.16,-16148469.75,-16068061.59,-6712574966.52
6430.0,130050.78,-194310485.86,-194180435.07,-6670527969.69
6435.0,204354.75,-22390717.32,-22186362.56,-6628480972.85
6440.0,764006.74,-205478358.63,-204714351.89,-6586433976.02
6445.0,418576.75,-17827950.0,-17409373.25,-6544386979.19
6450.0,564807.06,-67238650.78,-66673843.73,-6502339982.36
6455.0,382806.74,-17103911.06,-16721104.32,-6460292985.53
6460.0,359739.71,-43759498.43,-43399758.73,-6418245988.7
6465.0,848172.77,-10117113.65,-9268940.88,-6376198991.86
6470.0,2558391.7,-22150887.34,-19592495.64,-6334151995.03
6475.0,2594176.72,-32469466.33,-29875289.62,-6292104998.2
6480.0,2590640.83,-25079181.74,-22488540.91,-6197415531.25
6485.0,2662236.16,-25245065.41,-22582829.25,-6067042242.27
6490.0,3088910.15,-46078935.51,-42990025.37,-5936668953.29
6495.0,2313055.09,-60640912.25,-58327857.16,-5806295664.31
6500.0,12569274.92,-196619178.45,-184049903.53,-5675922375.33
6505.0,3627623.8,-59126082.67,-55498458.86,-5545549086.36
6510.0,7127664.62,-50786743.84,-43659079.23,-5415175797.38
6515.0,5480411.3,-48777439.65,-43297028.36,-5284802508.4
6520.0,11424747.5,-50803565.53,-39378818.03,-5154429219.42
6525.0,11915154.74,-44372534.37,-32457379.63,-5024055930.44
6530.0,11101309.17,-70237884.82,-59136575.65,-4893682641.46
6535.0,6741140.39,-21367177.53,-14626037.14,-4763309352.48
6540.0,18984959.76,-41660920.33,-22675960.57,-4632936063.5
6545.0,12398272.16,-16333869.41,-3935597.25,-4491778520.62
6550.0,110469644.01,-95647990.46,14821653.55,-4298706081.02
6555.0,22318003.29,-20254937.96,2063065.34,-4105633641.41
6560.0,21864025.26,-22532618.61,-668593.35,-3912561201.81
6565.0,10989991.76,-13982072.1,-2992080.34,-3719488762.21
6570.0,25975611.39,-37121248.98,-11145637.59,-3526416322.61
6575.0,17218399.73,-30684020.45,-13465620.73,-3333343883.01
6580.0,20299168.35,-36769175.94,-16470007.58,-3140271443.4
6585.0,15725833.43,-73268787.65,-57542954.22,-2947199003.8
6590.0,52020480.8,-160426025.45,-108405544.65,-2754126564.2
6595.0,25280046.68,-25920632.09,-640585.42,-2561054124.6
6600.0,101096829.32,-152542312.07,-51445482.76,-2367981684.99
6605.0,20361369.89,-24840801.57,-4479431.68,-2174909245.39
6610.0,60670420.56,-25561221.97,35109198.59,-1981836805.79
6615.0,37009919.69,-26894616.56,10115303.13,-1767841362.99
6620.0,47310962.71,-39890603.49,7420359.22,-1546796993.98
6625.0,142131289.16,-142947481.02,-816191.86,-1325752624.96
6630.0,29971285.33,-30279766.39,-308481.06,-1104708255.95
6635.0,40275669.82,-10876122.96,29399546.86,-883663886.94
6640.0,51145436.64,-41805797.34,9339639.3,-662619517.93
6645.0,29474666.59,-17110083.91,12364582.67,-441575148.92
6650.0,176709440.88,-170365316.77,6344124.11,-220530779.9
6655.0,62386188.68,-17334298.81,45051889.87,513589.11
6660.0,58065409.72,-41251844.98,16813564.74,221557958.12
6665.0,40703968.05,-18207688.75,22496279.3,442602327.13
6670.0,64992536.96,-74115823.99,-9123287.03,663646696.15
6675.0,303164419.42,-38815893.46,264348525.96,884691065.16
6680.0,49713035.14,-47439415.98,2273619.16,1103365268.0
6685.0,47797880.58,-17302790.6,30495089.98,1317094309.33
6690.0,125634418.36,-36670173.22,88964245.14,1530823350.65
6695.0,43432133.2,-10010144.46,33421988.74,1744552391.98
6700.0,443666119.13,-256665570.72,187000548.41,1958281433.3
6705.0,85729280.91,-43277328.55,42451952.37,2172010474.63
6710.0,48182060.98,-63435719.76,-15253658.78,2385739515.96
6715.0,94190826.81,-37916100.57,56274726.24,2599468557.28
6720.0,46989387.2,-14755135.44,32234251.77,2813197598.61
6725.0,120478010.41,-20561726.98,99916283.43,3026926639.93
6730.0,51466796.75,-16157400.33,35309396.41,3240655681.26
6735.0,25431179.46,-4025352.26,21405827.2,3454384722.59
6740.0,58913928.52,-37681130.13,21232798.38,3668113763.91
6745.0,50399087.77,-21026035.23,29373052.54,3881842805.24
6750.0,130125611.9,-82544454.06,47581157.84,4053315269.06
6755.0,54421154.88,-4203870.6,50217284.28,4220092557.6
6760.0,36917628.76,-13040664.62,23876964.14,4386869846.14
6765.0,37261210.68,-18989308.98,18271901.71,4553647134.68
6770.0,29916796.43,-10153476.98,19763319.44,4720424423.23
6775.0,57586515.53,-10182800.3,47403715.23,4887201711.77
6780.0,10715738.73,-4630713.45,6085025.28,5053979000.31
6785.0,18120804.04,-2636626.73,15484177.31,5220756288.85
6790.0,13738227.73,-7213062.47,6525165.26,5387533577.4
6795.0,9757512.45,-18041770.72,-8284258.27,5554310865.94
6800.0,25818907.4,-19219660.09,6599247.3,5721088154.48
6805.0,22203726.53,-1683877.01,20519849.51,5887865443.02
6810.0,10707918.15,-2737175.95,7970742.2,6054642731.56
6815.0,11004332.46,-1348789.46,9655542.99,6171950746.81
6820.0,9265297.99,-853965.39,8411332.6,6234800990.61
6825.0,31062939.04,-1249049.97,29813889.07,6297651234.41
6830.0,19210969.91,-487996.91,18722973.0,6360501478.21
6835.0,8518585.6,-308556.7,8210028.9,6423351722.02
6840.0,12466166.48,-672375.86,11793790.63,6486201965.82
6845.0,7768157.75,-340156.11,7428001.64,6549052209.62
6850.0,17120058.21,-7579514.77,9540543.44,6611902453.42
6855.0,8114210.69,-323718.57,7790492.11,6674752697.22
6860.0,18379353.61,-738875.73,17640477.88,6737602941.02
6865.0,14987828.18,-101324.12,14886504.06,6800453184.82
6870.0,11701139.91,-524912.18,11176227.73,6863303428.62
6875.0,3077646.3,-457824.94,2619821.37,6926153672.43
6880.0,6718603.05,-964827.01,5753776.05,6982116395.51
6885.0,3478040.26,-32139.55,3445900.71,6912514317.86
6890.0,5568555.9,-870632.54,4697923.36,6842912240.2
6895.0,2274048.11,-124080.79,2149967.32,6773310162.55
6900.0,8624306.3,-1428435.01,7195871.29,6703708084.89
6905.0,2761148.95,-39253.4,2721895.55,6634106007.24
6910.0,22048213.91,-306243.74,21741970.17,6564503929.58
6915.0,21299266.68,-156784.42,21142482.27,6494901851.93
6920.0,2142814.86,-354987.4,1787827.46,6425299774.27
6925.0,2602132.16,-276099.31,2326032.85,6355697696.62
6930.0,2869819.95,-590135.99,2279683.96,6286095618.96
6935.0,2545616.0,-34274.64,2511341.37,6216493541.31
6940.0,2242398.05,-561837.68,1680560.37,6146891463.65
6950.0,3851899.71,-787817.78,3064081.93,5964472191.72
6960.0,2664750.61,-60955.13,2603795.48,5687640276.48
6970.0,1388568.03,-72874.07,1315693.96,5410808361.23
6975.0,3209193.09,-249911.24,2959281.86,5272392403.61
6980.0,2310375.34,-13955.42,2296419.92,5133976445.99
6990.0,1518525.89,-26768.12,1491757.77,4857144530.75
7000.0,23211032.86,-9938729.9,13272302.96,4580312615.5
7010.0,1867453.83,-23147.32,1844306.51,4303480700.26
7020.0,1449039.89,-90700.28,1358339.62,4051110479.91
7025.0,622482.6,-24246.6,598236.0,3933011544.62
7030.0,1064760.21,-8731.13,1056029.08,3814912609.34
7040.0,630378.54,0.0,630378.54,3578714738.77
7050.0,1383626.91,-23403.27,1360223.64,3342516868.2
7060.0,660432.14,0.0,660432.14,3106318997.63
7070.0,362830.01,0.0,362830.01,2870121127.06
7075.0,488623.07,0.0,488623.07,2752022191.78
7080.0,319605.92,0.0,319605.92,2633923256.49
7100.0,305923.89,-9478.2,296445.69,2346527841.73
7125.0,572481.73,0.0,572481.73,2000742591.74
7150.0,92697.13,-50363.35,42333.78,1666766577.08
7175.0,536124.47,0.0,536124.47,1486841374.04
7200.0,353055.42,-47050.45,306004.97,1306916171.0
7225.0,115116.69,0.0,115116.69,1158136310.15
7250.0,208008.68,0.0,208008.68,1058731640.19
7275.0,212362.39,0.0,212362.39,959326970.23
7300.0,43477.12,0.0,43477.12,887678293.05
7325.0,1966443.71,0.0,1966443.71,827812074.36
7350.0,19596.52,0.0,19596.52,768266606.47
7375.0,5791.16,0.0,5791.16,727048690.8
